variable_1,variable_2
2.776587651258512,0.8063533029933783
2.46851735584469,1.711357718255175
4.24280707858126,3.387328990435634
1.9503557968953318,2.3167076299723033
2.308668309701754,2.382713027955721
3.262515160881722,0.5238765319155791
4.373606098486759,1.5122328315431663
2.8400407059536628,1.137538033331864
2.713781910200332,2.3449763020915477
3.201518860759769,2.264975777447325
3.779586842746716,3.0647514665162756
3.0404828519432505,0.8093191623000218
4.519312313466227,1.7327456916039585
4.568994417976352,2.3090885101275704
3.2624617979955515,2.28119211541945
5.446239235951563,3.6745152363428844
3.4727675484233473,2.129149785217513
4.528770199906782,1.31820627861373
3.749327153865355,1.9791487053690955
3.729229709689949,1.3281165887044093
1.732847548253905,0.3287073231084656
2.2280776554917425,1.6302041630044817
3.092498069713733,3.561845694954278
4.559975632376298,1.2243373442705514
3.764679701514114,1.6718030334820884
3.1017566905639242,2.1494143152957625
4.0493921460151885,1.7264810659630079
4.515776900671173,1.07933996882051
3.4066484646946495,4.094311512979882
3.6339680079129084,3.1554944760859502
3.4959871726541696,2.468237463685698
3.340445283293579,1.862613015839008
2.5824719653215036,2.346920046535893
2.506900261436026,2.5366119728621066
4.538258613066949,2.295507067799313
3.0997797954692903,2.3659987509242377
3.076260968151206,2.754262206117984
1.4792050942825283,1.7294246895999361
1.3120187644706784,0.7946434237323052
4.830430774313901,2.721721205706172
2.645402765247387,0.7886429869688929
0.29077592421609966,1.5618199130004662
5.938552681088941,2.350614908722096
2.8131156352004965,2.3749596522624157
1.7628530677543213,1.7602902415340809
3.504332853892514,1.9305834352722195
4.229404457615678,2.277861864563572
4.100946241253992,1.4450165233871104
4.341636744364481,3.3132909527471313
2.382498599741576,1.284316882158433
4.8009824311797535,1.8457335460677415
4.872340297249944,1.6432163027898425
4.926064674883559,2.106007254533112
3.6708326747534095,3.2615159994110563
3.020571922249813,1.2412431090034033
2.9295418896474255,2.364683289839114
1.7578180309943894,2.5139454724213874
2.8349318749422197,2.9253961517594345
0.8888786073978201,1.365850398511996
1.6312172808285164,1.3338725082934646
3.659754188473093,1.8555028750266311
3.134255363759479,1.8716610537304197
3.6133153863759566,1.1868922481405828
4.141350157700819,2.5342583854274148
3.803831195894906,2.448691606100864
3.710885822005029,3.640728550329907
3.308654862776083,1.7524215943609602
2.609693606380937,1.1677632285854482
2.0947869778658665,1.2834286974737092
3.3258697903312644,2.2695173489949156
3.453638243523143,1.3828057277946417
4.344121535730328,2.596133554644845
3.2325594425804,1.4736021753687707
3.975196055949853,2.151549151218532
1.8811913170491055,1.9451925654458413
3.6748254782410616,1.2746428736535296
3.5991094301745523,0.8270846145831436
4.801403804494732,3.0061294436534465
3.13515758546671,2.2930262551395786
0.8724525188694856,1.0677227116298922
3.0918820691385736,1.1356187240794569
4.149265352084669,3.610271943067283
2.165956071375308,1.3248154181497676
3.6469403319706797,3.2989233651649985
2.117963005232243,2.2007793406675367
5.310194349894918,0.668309200926869
2.0564032807417734,1.6584774354830651
2.854002266342389,2.65514010284692
3.6534548523944146,0.5689798381714297
2.78832587980789,-2.4929438575757183
2.96639988699875,-1.562339824467658
3.1560716841886975,-4.049519140350847
3.483952229490348,-2.333531257311762
2.8657578616558697,-5.325615072227416
2.8595775805059667,-4.491193890071531
2.8816400604008887,-4.994270493574439
1.9934012782198987,-4.004240404125492
3.344123991955919,-2.3647473358802373
3.719139420850413,-4.147783525885523
2.8984883223560076,-3.740676309931485
2.6947744206447406,-2.7870861616523643
2.803128511424626,-2.552916716336075
3.720598716629791,-3.8893142991993863
1.237548307907205,-4.132741321685465
5.0028215761918595,-1.5920665316016818
1.7034507561309498,-3.4254122614274274
2.739496886568973,-3.538263073441432
2.2665160118543817,-3.2771962626466737
3.4802885691880876,-2.567235030614932
3.016938833185344,-5.1152312370981345
3.66960765508847,-0.7258260871758431
2.8203626098858954,-3.5908648705717727
2.1101953864051053,-2.212019139390126
2.8062807885984533,-2.9459687216662434
3.4014879372543887,-0.9272709649511235
2.7832262790750706,-1.0177275861735082
3.356903407743979,-2.5295112261117185
2.8696003734738267,-4.282083323217876
3.135260395344906,-1.6797011354970972
2.5240466792930163,-5.256550130608513
2.5424049089705756,-4.250845592900243
1.9339062100679956,-3.063480048641408
2.8507419806179253,-5.232767646818784
1.2869521490113693,-3.481530767827189
3.382452364055111,-2.2825648884099383
1.9979721481634778,-3.8866753728246186
3.4435682849404743,-2.2311886623890227
3.912205646012361,-0.35866152541612584
3.0044588718799754,-2.7051197439493078
3.6070529606205506,-2.2924692197069008
3.025174001732084,-1.6046818931509603
2.5871287359497863,-3.663619019050241
4.134262975912472,-2.4448093668205324
2.61392911447847,-3.6996460768807116
2.9359783554790075,-2.7838176790335396
1.883941860382751,-1.7301226891383967
2.2939486123417456,-4.097862824080891
1.772380815085009,-5.890458279490863
2.6253241612025002,-4.2858664633023285
3.1560624729716795,-1.8117333366556434
2.6817271161731284,-4.44654084854103
2.6912978942989865,-1.788316960428276
3.0914035991103597,-4.38531318638695
3.335273876144626,-3.559105483794025
3.4255844966670383,-3.3136116343140207
2.708009780611373,-4.4579335001368525
2.19808646633014,-3.2882960047155088
2.989718894882303,-5.197427393444188
2.277988417682357,-3.4857502373536207
3.6637720890128542,-3.472989785886533
1.4571395975589858,-5.768559260485539
3.640323240252551,-4.525083428846795
3.547206661363483,-2.9621962792280976
2.0014855675884524,-4.432706022114911
3.158783977823724,-2.663104251374056
3.036043455635211,-2.506284966566791
3.1732264340042105,-2.8833820373880497
3.7076433444549037,-2.365090069263184
1.1795470213512165,-4.860566170128203
4.00218082453197,-2.145161307420132
1.5813752671124663,-4.184892304113708
3.596794661605268,-3.208170721203724
3.8101646815028625,-1.0838544521798812
2.351303846570192,-3.5288735561988425
2.8200332875814316,-3.144691544151488
3.974506629871106,-4.71849279654515
4.185963839878313,-1.184656266625106
3.269983781878315,-4.43880450237377
3.4466525008106044,-2.482809415685163
3.7323701585347333,-1.7671007576945341
3.5931803994270126,-2.387516014728906
2.0023380042510333,-2.5387018514434962
2.682666792743863,-3.0213468475895966
3.677182911469711,-4.9899705124742155
4.307074302623032,-1.2838676191656402
3.8965969771731093,-3.0761496380587694
3.1274024253863555,-3.213368893242793
2.9422614883123934,-4.585547779131805
2.2195313040467903,-2.9464243822217306
2.9371380629968393,-3.2512800686710848
4.041396080937054,-1.1361416928532893
3.1553758873679354,-3.220466561481772
2.887996437467784,-3.118144454696534
2.609959290256559,-4.496341262439955
2.029811539128623,-3.935084234660024
3.3799695254687947,-2.6319775898828093
2.433674135050829,-5.357313734380661
3.921891106008754,-2.1347511254049403
3.305865283977027,-1.9570213936292937
